name,signal,grade,close,sma20,sma50,flag_len,flag_high,flag_low,flag_depth_pct,thrust_pct,range_ratio,median_vs_sma50_pct,ma_pinch_pct,dist_to_pivot_pct,dist_above_sma20_pct,break_days_ago,rvol,vol_dry_ratio,day_atr_mult,macd_hist,macd_turning_up,checks_passed,tradingview_url,description,exchange,industry,Perf.1M,Perf.3M,Perf.6M
AMC,APLUS_COIL,A++,2.87,2.632,2.5444,35,3.03,2.32,23.43,87.5,0.476,10.64,3.05,5.28,9.04,,0.79,0.427,0.91,0.0359,True,9/9,https://www.tradingview.com/chart/?symbol=NYSE:AMC&interval=D,"AMC Entertainment Holdings, Inc.",NYSE,Movies/Entertainment,12.99212598425197,42.786069651741315,195.87628865979383
