theme,symbol,description,close,today,1w,1m,3m,6m,ytd
Casinos,MLCO,Melco Resorts & Entertainment Limited,4.73,1.28,1.72,-14.31,-9.56,-14.16,-38.17
Casinos,BYD,Boyd Gaming Corporation,71.23,-0.85,-3.59,-12.19,-19.29,-13.5,-16.53
Casinos,PENN,"PENN Entertainment, Inc.",15.65,1.03,-9.12,-11.78,-27.45,8.45,5.46
Casinos,DKNG,DraftKings Inc.,22.02,3.53,-1.48,-13.92,-7.09,4.46,-36.34
Casinos,CHDN,"Churchill Downs, Incorporated",79.77,0.45,-2.98,-10.1,-4.83,-8.5,-29.6
Payments,V,Visa Inc.,367.38,-0.16,-0.32,-4.36,10.58,20.72,5.0
Payments,MA,Mastercard Incorporated,567.65,0.28,0.48,-5.29,16.18,13.66,-0.54
Payments,AXP,American Express Company,308.89,1.06,-0.31,-8.14,-9.68,3.9,-16.4
Payments,PYPL,"PayPal Holdings, Inc.",55.04,4.64,4.54,-10.97,30.18,23.08,-6.19
Payments,FIS,"Fidelity National Information Services, Inc.",35.41,1.2,-2.05,-11.85,-6.91,-25.06,-46.75
Payments,FISV,"Fiserv, Inc.",46.48,1.09,-5.85,-10.94,-2.29,-15.48,-31.17
Payments,GPN,Global Payments Inc.,86.49,1.38,1.76,-7.66,28.0,24.93,11.46
Payments,TOST,"Toast, Inc.",30.6,1.63,-0.52,-15.8,19.3,17.6,-14.45
Payments,CPAY,"Corpay, Inc.",398.11,-0.55,-1.26,-2.99,22.98,36.97,31.98
Reshoring,CAT,"Caterpillar, Inc.",821.58,2.03,2.6,0.66,-20.38,18.3,42.24
Reshoring,DE,Deere & Company,690.46,-0.64,0.83,9.22,10.87,18.9,48.17
Reshoring,EMR,Emerson Electric Company,158.23,1.34,7.2,1.7,10.19,26.96,18.76
Reshoring,ETN,"Eaton Corporation, PLC",439.98,-0.0,6.93,6.8,7.17,23.39,36.13
Reshoring,PH,Parker-Hannifin Corporation,978.33,0.34,5.75,-4.56,-0.41,8.69,10.97
Reshoring,URI,"United Rentals, Inc.",1047.06,2.49,4.97,-1.46,-7.92,44.11,29.17
Reshoring,CMI,Cummins Inc.,525.06,0.77,0.02,-9.28,-25.95,-0.39,2.86
Reshoring,PCAR,PACCAR Inc.,111.31,0.58,-5.16,-14.34,-8.01,-3.37,1.38
Reshoring,HON,Honeywell International Inc.,212.55,0.36,2.93,-1.83,-11.66,-10.36,3.62
Reshoring,ROK,"Rockwell Automation, Inc.",434.15,0.28,5.78,0.6,-8.59,23.57,10.75
Water,AWK,"American Water Works Company, Inc.",130.91,-0.47,-4.34,-4.78,-0.3,-4.94,0.52
Water,WTRG,"Essential Utilities, Inc.",39.53,-0.53,-4.49,-2.99,3.32,-3.11,3.37
Water,XYL,Xylem Inc.,102.63,-0.03,-4.43,-9.28,-12.55,-13.69,-24.7
Water,ECL,Ecolab Inc.,279.49,1.5,3.53,-3.77,-0.29,6.1,7.0
Water,PNR,Pentair plc.,53.66,1.19,-3.73,-14.06,-29.86,-36.88,-48.51
Water,VLTO,Veralto Corp,97.14,0.98,2.25,-1.68,9.58,12.63,-2.1
Water,FELE,"Franklin Electric Co., Inc.",97.07,0.24,0.9,-5.2,-10.85,6.11,1.61
Water,AWR,American States Water Company,82.8,0.36,-3.68,-8.0,1.69,9.77,14.41
Water,WMS,"Advanced Drainage Systems, Inc.",133.13,3.33,6.17,-6.34,-13.53,-0.42,-8.21
Waste,WM,"Waste Management, Inc.",206.83,-0.54,-2.6,-6.57,-7.99,-9.05,-5.7
Waste,RSG,"Republic Services, Inc.",212.1,-0.29,-3.03,-3.76,-2.05,-2.4,0.74
Waste,WCN,"Waste Connections, Inc.",155.56,-0.24,-0.68,-6.24,-7.41,-1.31,-11.05
Waste,CLH,"Clean Harbors, Inc.",313.04,-0.96,-1.31,1.64,4.35,11.02,33.67
Waste,CWST,"Casella Waste Systems, Inc.",82.24,-1.9,-7.63,-12.1,-11.7,8.14,-16.03
Waste,GFL,"GFL Environmental Inc. Subordinate voting shares, no par value",42.27,1.15,-2.15,4.01,10.51,6.23,-1.88
Railroads,UNP,Union Pacific Corporation,273.79,-0.1,-2.65,-11.32,1.58,14.74,18.34
Railroads,CSX,CSX Corporation,46.78,-0.36,-1.78,-8.76,-2.13,19.08,28.53
Railroads,NSC,Norfolk Southern Corporation,313.0,-0.05,-1.77,-10.75,0.2,11.34,8.35
Railroads,CP,Canadian Pacific Kansas City Limited,86.91,-0.47,-1.41,-7.89,-0.1,10.6,17.72
Railroads,CNI,Canadian National Railway Company,120.93,0.84,1.41,-4.73,0.22,19.47,22.25
Railroads,WAB,Westinghouse Air Brake Technologies Corporation,288.0,-0.77,3.24,-3.46,2.58,18.29,34.82
Railroads,GBX,"Greenbrier Companies, Inc. (The)",42.54,-0.33,-0.12,-7.9,-14.48,-17.54,-8.77
Railroads,TRN,"Trinity Industries, Inc.",27.91,0.25,-1.27,-5.68,-22.94,-10.77,5.48
Trucking,ODFL,"Old Dominion Freight Line, Inc.",173.3,-0.93,-0.82,-12.35,-20.39,-6.8,9.86
Trucking,SAIA,"Saia, Inc.",324.22,-2.7,-5.08,-5.63,-24.85,-2.26,-0.85
Trucking,XPO,"XPO, Inc.",173.17,-1.67,-1.12,-9.75,-14.33,-8.14,27.77
Trucking,JBHT,"J.B. Hunt Transport Services, Inc.",225.46,-1.61,-4.79,-13.99,-18.03,10.37,15.96
Trucking,KNX,Knight-Swift Transportation Holdings Inc.,63.67,-2.79,-4.47,-6.17,-16.96,14.56,21.53
Trucking,ARCB,ArcBest Corporation,125.16,-1.72,-2.52,-7.77,-16.57,34.25,68.57
Trucking,TFII,TFI International Inc.,121.1,-0.55,-4.31,-9.25,-16.49,16.24,16.21
Trucking,WERN,"Werner Enterprises, Inc.",32.89,-1.76,-7.77,-12.43,-21.67,15.65,9.6
Steel,NUE,Nucor Corporation,247.25,-0.29,-2.76,-0.67,0.86,49.42,49.69
Steel,STLD,"Steel Dynamics, Inc.",233.66,-0.65,-4.62,0.96,-4.78,34.81,36.14
Steel,CLF,Cleveland-Cliffs Inc.,12.18,-2.56,-4.09,5.55,16.89,42.12,-9.84
Steel,RS,"Reliance, Inc.",387.28,0.39,-3.2,0.57,-4.02,29.34,33.16
Steel,CMC,Commercial Metals Company,65.73,2.35,-1.44,-2.19,-10.0,12.24,-6.23
Steel,MT,Arcelor Mittal NY Registry Shares NEW,70.7,-0.84,-4.48,-5.88,17.91,41.77,51.78
Steel,GGB,Gerdau S.A.,4.85,1.25,-4.15,9.73,17.72,40.17,29.33
