theme,symbol,description,close,today,1w,1m,3m,6m,ytd
Semi Equipment,ACLS,"Axcelis Technologies, Inc.",118.43,2.32,10.26,-4.88,-33.53,23.27,45.12
Semi Equipment,CAMT,Camtek Ltd.,147.06,-2.84,8.64,2.13,-18.09,-5.57,33.03
Semi Equipment,VECO,Veeco Instruments Inc.,45.92,3.52,10.94,-1.4,-39.18,29.53,57.26
Semi Equipment,NVMI,Nova Ltd.,365.73,-1.14,7.46,-1.69,-33.58,-17.48,8.85
Foundry,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,446.57,-1.2,6.78,7.9,-1.4,37.48,43.14
Foundry,GFS,GlobalFoundries Inc.,46.42,-3.19,5.72,-1.28,-46.66,6.04,30.61
Foundry,UMC,United Microelectronics Corporation (NEW),24.68,-4.23,9.74,26.56,-12.61,173.61,214.39
Foundry,INTC,Intel Corporation,122.6,-1.02,20.95,37.97,-12.26,181.06,224.6
Foundry,ASX,"ASE Technology Holding Co., Ltd.",43.93,-2.81,15.15,20.03,4.67,102.82,163.53
Foundry,TSEM,Tower Semiconductor Ltd.,230.5,-2.58,14.65,5.01,-20.09,36.15,91.3
Advanced Packaging,AMKR,"Amkor Technology, Inc.",53.32,-2.33,11.69,9.28,-39.61,18.86,29.89
Advanced Packaging,ASX,"ASE Technology Holding Co., Ltd.",43.93,-2.81,15.15,20.03,4.67,102.82,163.53
Advanced Packaging,TSEM,Tower Semiconductor Ltd.,230.5,-2.58,14.65,5.01,-20.09,36.15,91.3
Advanced Packaging,ONTO,Onto Innovation Inc.,282.31,-0.53,11.86,-0.89,-17.54,39.29,73.62
Advanced Packaging,CAMT,Camtek Ltd.,147.06,-2.84,8.64,2.13,-18.09,-5.57,33.03
Advanced Packaging,FORM,"FormFactor, Inc.",131.26,4.17,25.01,18.65,-13.07,33.25,126.9
Advanced Packaging,KLIC,"Kulicke and Soffa Industries, Inc.",90.85,1.46,12.96,8.21,-29.95,42.31,94.08
Analog Semis,TXN,Texas Instruments Incorporated,272.62,0.45,2.01,3.85,-13.64,42.2,55.81
Analog Semis,ADI,"Analog Devices, Inc.",385.23,-1.32,5.32,3.36,-9.2,23.92,40.05
Analog Semis,MCHP,Microchip Technology Incorporated,75.53,-0.38,4.04,0.99,-21.08,18.89,15.74
Analog Semis,NXPI,NXP Semiconductors N.V.,235.44,-0.9,3.27,5.51,-22.27,20.13,6.72
Analog Semis,ON,ON Semiconductor Corporation,74.1,0.68,-0.31,0.88,-38.76,20.7,34.12
Analog Semis,MPWR,"Monolithic Power Systems, Inc.",1355.47,-1.82,17.11,4.4,-9.34,29.18,46.13
Analog Semis,ALGM,"Allegro MicroSystems, Inc.",35.11,-1.13,2.9,-2.88,-39.89,14.14,30.04
Analog Semis,DIOD,Diodes Incorporated,95.51,-0.45,4.25,3.57,-18.58,36.44,89.24
Analog Semis,POWI,"Power Integrations, Inc.",51.05,-0.8,2.84,-6.6,-39.85,3.42,40.4
Analog Semis,MTSI,"MACOM Technology Solutions Holdings, Inc.",275.84,-1.38,12.73,5.88,-27.77,22.56,57.82
Analog Semis,SMTC,Semtech Corporation,169.33,-2.87,10.09,41.54,-0.1,127.56,124.64
Analog Semis,SLAB,"Silicon Laboratories, Inc.",221.25,-0.32,0.57,1.49,1.2,7.03,66.58
Power Semis,ON,ON Semiconductor Corporation,74.1,0.68,-0.31,0.88,-38.76,20.7,34.12
Power Semis,MPWR,"Monolithic Power Systems, Inc.",1355.47,-1.82,17.11,4.4,-9.34,29.18,46.13
Power Semis,NVTS,Navitas Semiconductor Corporation,11.84,-4.98,7.64,-5.96,-39.28,34.09,57.87
Power Semis,ALGM,"Allegro MicroSystems, Inc.",35.11,-1.13,2.9,-2.88,-39.89,14.14,30.04
Power Semis,STM,STMicroelectronics N.V.,52.46,-1.78,6.26,4.34,-30.76,61.71,90.62
Power Semis,TXN,Texas Instruments Incorporated,272.62,0.45,2.01,3.85,-13.64,42.2,55.81
Power Semis,DIOD,Diodes Incorporated,95.51,-0.45,4.25,3.57,-18.58,36.44,89.24
Power Semis,POWI,"Power Integrations, Inc.",51.05,-0.8,2.84,-6.6,-39.85,3.42,40.4
Power Semis,WOLF,"Wolfspeed, Inc.",27.14,-3.04,9.92,8.56,-45.1,64.48,51.2
Power Semis,AOSL,Alpha and Omega Semiconductor Limited,27.71,-2.02,10.62,6.54,-40.59,24.65,35.9
RF Semis,QCOM,QUALCOMM Incorporated,197.24,-0.52,4.27,23.74,-10.11,51.85,13.49
RF Semis,SWKS,"Skyworks Solutions, Inc.",91.45,1.66,2.32,37.29,24.85,62.98,42.51
RF Semis,QRVO,"Qorvo, Inc.",119.59,0.97,1.19,25.77,21.4,49.38,40.04
RF Semis,MTSI,"MACOM Technology Solutions Holdings, Inc.",275.84,-1.38,12.73,5.88,-27.77,22.56,57.82
RF Semis,NXPI,NXP Semiconductors N.V.,235.44,-0.9,3.27,5.51,-22.27,20.13,6.72
RF Semis,STM,STMicroelectronics N.V.,52.46,-1.78,6.26,4.34,-30.76,61.71,90.62
Optical,COHR,Coherent Corp.,300.6,-3.15,7.14,9.19,-27.6,23.29,59.89
Optical,LITE,Lumentum Holdings Inc.,937.0,-0.92,9.46,13.77,5.61,32.64,146.98
Optical,AAOI,"Applied Optoelectronics, Inc.",101.06,-5.55,2.91,-7.39,-33.16,-0.14,178.06
Optical,CIEN,Ciena Corporation,355.91,-3.43,1.66,-7.86,-25.45,-9.86,47.68
Optical,FN,Fabrinet,400.85,-0.73,4.52,-6.48,-30.33,-26.33,-13.75
Optical,CRDO,Credo Technology Group Holding Ltd,193.87,0.68,26.63,-12.98,-32.81,104.07,30.64
Optical,ALAB,"Astera Labs, Inc.",360.46,-0.83,41.23,32.67,-14.7,224.74,109.95
Optical,MTSI,"MACOM Technology Solutions Holdings, Inc.",275.84,-1.38,12.73,5.88,-27.77,22.56,57.82
Optical,VIAV,Viavi Solutions Inc.,36.43,0.08,5.29,-3.5,-28.61,6.65,101.83
Optical,NOVT,Novanta Inc.,144.43,0.18,4.25,0.4,-7.17,23.15,20.47
EDA Software,SNPS,"Synopsys, Inc.",413.06,0.93,12.4,4.52,-10.81,3.27,-13.76
EDA Software,CDNS,"Cadence Design Systems, Inc.",309.09,2.03,12.7,-1.72,-18.34,11.08,-2.09
EDA Software,ARM,Arm Holdings plc,332.56,-0.19,34.71,40.71,-12.43,119.47,194.74
EDA Software,KEYS,Keysight Technologies Inc.,353.36,1.74,11.11,13.59,-2.57,27.19,72.11
EDA Software,PDFS,"PDF Solutions, Inc.",48.43,-0.02,14.65,8.88,-26.82,42.86,65.86
PCB and EMS,TTMI,"TTM Technologies, Inc.",125.82,-1.29,9.48,17.75,-41.96,31.93,80.08
PCB and EMS,FLEX,Flex Ltd.,112.3,-1.88,1.4,3.65,-29.2,74.46,82.78
PCB and EMS,CLS,"Celestica, Inc.",361.84,1.61,13.0,21.17,-3.29,33.69,21.38
PCB and EMS,SANM,Sanmina Corporation,221.89,2.84,13.88,19.68,-12.69,72.4,44.18
PCB and EMS,JBL,Jabil Inc.,308.75,-0.07,2.03,-0.2,-18.4,18.75,33.49
PCB and EMS,PLXS,Plexus Corp.,263.9,0.22,8.87,9.89,-9.95,33.03,79.24
PCB and EMS,ROG,Rogers Corporation,139.44,1.07,5.32,12.05,-16.28,28.85,50.73
Connectors,APH,Amphenol Corporation,82.19,-0.78,4.01,6.05,-1.07,34.19,19.88
Connectors,TEL,TE Connectivity plc,214.39,0.43,5.21,5.21,6.23,6.42,-6.95
Connectors,FN,Fabrinet,400.85,-0.73,4.52,-6.48,-30.33,-26.33,-13.75
Connectors,GLW,Corning Incorporated,154.48,-3.26,4.93,5.91,-29.32,14.08,73.75
Connectors,BDC,Belden Inc,114.13,0.98,1.15,-6.25,-5.29,0.84,-1.87
Connectors,LFUS,"Littelfuse, Inc.",422.43,0.85,5.13,3.42,-10.89,26.15,66.25
Connectors,ITT,ITT Inc.,211.94,1.59,5.97,1.78,7.68,13.88,21.17
Semi Materials,ENTG,"Entegris, Inc.",150.93,-0.12,14.38,8.0,-17.52,33.27,75.17
Semi Materials,MKSI,MKS Inc.,262.72,0.9,10.48,-3.23,-35.61,18.3,59.67
Semi Materials,ASYS,"Amtech Systems, Inc.",15.43,0.85,10.37,7.94,-26.31,35.35,21.59
Semi Materials,UCTT,"Ultra Clean Holdings, Inc.",77.29,0.97,14.84,3.55,-33.63,31.76,195.68
Semi Materials,PLAB,"Photronics, Inc.",30.35,-0.23,10.4,0.8,-5.89,-22.38,-8.28
Semi Materials,AXTI,AXT Inc,72.98,-6.18,22.68,9.53,-0.81,19.25,324.3
Semi Materials,ICHR,Ichor Holdings,58.4,1.67,12.07,-0.98,-40.04,30.65,204.33
Robotics,ISRG,"Intuitive Surgical, Inc.",398.3,-0.94,5.37,5.02,-1.22,-14.42,-29.73
Robotics,SYM,Symbotic Inc.,43.69,-3.06,1.11,5.35,9.75,-12.62,-28.17
Robotics,ROK,"Rockwell Automation, Inc.",432.89,1.33,3.26,-0.49,-8.04,23.21,10.43
Robotics,CGNX,Cognex Corporation,58.19,-1.32,-3.26,-2.51,-10.86,18.66,59.73
Robotics,TER,"Teradyne, Inc.",389.14,-2.4,14.28,8.06,-14.29,32.63,95.26
Robotics,PATH,"UiPath, Inc.",13.04,-1.58,-6.52,-19.9,28.98,19.63,-20.97
Robotics,ZBRA,Zebra Technologies Corporation,371.02,2.6,7.59,1.59,48.01,83.22,50.62
Robotics,SERV,Serve Robotics Inc.,4.31,-5.27,-1.15,-12.93,-29.69,-51.74,-60.13
Industrial Automation,ROK,"Rockwell Automation, Inc.",432.89,1.33,3.26,-0.49,-8.04,23.21,10.43
Industrial Automation,EMR,Emerson Electric Company,154.59,0.26,4.25,-1.77,8.1,24.04,16.03
Industrial Automation,HON,Honeywell International Inc.,212.57,0.34,3.77,-1.59,-10.97,-10.35,3.63
Industrial Automation,ETN,"Eaton Corporation, PLC",438.76,-0.84,10.34,5.67,5.75,23.05,35.75
Industrial Automation,CGNX,Cognex Corporation,58.19,-1.32,-3.26,-2.51,-10.86,18.66,59.73
Industrial Automation,ZBRA,Zebra Technologies Corporation,371.02,2.6,7.59,1.59,48.01,83.22,50.62
Industrial Automation,IR,Ingersoll Rand Inc.,76.22,3.21,5.0,-6.03,-4.09,-5.83,-4.52
Industrial Automation,PH,Parker-Hannifin Corporation,971.21,0.66,4.23,-3.5,0.38,7.9,10.16
Industrial Automation,ITW,Illinois Tool Works Inc.,273.42,1.09,1.34,-3.69,2.84,4.87,10.85
Humanoid Robots,TSLA,"Tesla, Inc.",380.12,0.32,6.2,5.18,1.29,2.82,-16.97
Humanoid Robots,SERV,Serve Robotics Inc.,4.31,-5.27,-1.15,-12.93,-29.69,-51.74,-60.13
Humanoid Robots,SYM,Symbotic Inc.,43.69,-3.06,1.11,5.35,9.75,-12.62,-28.17
Humanoid Robots,RR,Richtech Robotics Inc.,1.65,-4.62,0.0,-0.6,-14.95,-19.12,-50.6
Humanoid Robots,PATH,"UiPath, Inc.",13.04,-1.58,-6.52,-19.9,28.98,19.63,-20.97
Humanoid Robots,CGNX,Cognex Corporation,58.19,-1.32,-3.26,-2.51,-10.86,18.66,59.73
Agentic AI,PLTR,Palantir Technologies Inc.,191.79,3.68,12.56,8.12,72.19,31.47,5.79
Agentic AI,PATH,"UiPath, Inc.",13.04,-1.58,-6.52,-19.9,28.98,19.63,-20.97
Agentic AI,NOW,"ServiceNow, Inc.",140.78,2.76,1.14,9.94,53.52,37.16,-8.04
Agentic AI,CRM,"Salesforce, Inc.",237.58,1.84,-5.67,13.99,58.38,29.12,-10.35
Agentic AI,SNOW,Snowflake Inc.,334.81,-0.53,5.24,0.8,50.14,111.46,52.26
Agentic AI,DDOG,"Datadog, Inc.",251.49,1.62,9.76,7.29,15.34,109.58,83.23
Agentic AI,MDB,"MongoDB, Inc.",428.36,0.16,14.9,1.15,42.06,80.26,1.39
Agentic AI,GTLB,GitLab Inc.,49.01,0.39,1.98,18.1,77.49,135.62,29.04
Agentic AI,AI,"C3.ai, Inc.",10.86,0.09,1.02,6.47,18.04,33.25,-20.03
Agentic AI,SOUN,"SoundHound AI, Inc.",6.01,-1.8,-2.2,-16.2,-6.17,0.84,-41.59
Agentic AI,BBAI,"BigBear.ai, Inc.",2.84,-1.73,0.71,-9.84,-19.77,-12.62,-49.29
Agentic AI,ESTC,Elastic N.V.,91.28,2.31,8.99,6.54,60.99,81.11,21.0
Edge AI,QCOM,QUALCOMM Incorporated,197.24,-0.52,4.27,23.74,-10.11,51.85,13.49
Edge AI,ARM,Arm Holdings plc,332.56,-0.19,34.71,40.71,-12.43,119.47,194.74
Edge AI,AMBA,"Ambarella, Inc.",67.62,0.84,3.67,-6.97,2.97,30.41,-7.15
Edge AI,LSCC,Lattice Semiconductor Corporation,121.66,-0.71,12.34,4.55,-18.85,29.58,61.1
Edge AI,SYNA,Synaptics Incorporated,98.1,0.47,-0.76,1.64,-28.41,35.53,29.56
Edge AI,CRUS,"Cirrus Logic, Inc.",120.45,0.06,-2.14,5.19,-25.08,-17.43,0.16
Edge AI,NXPI,NXP Semiconductors N.V.,235.44,-0.9,3.27,5.51,-22.27,20.13,6.72
Edge AI,STM,STMicroelectronics N.V.,52.46,-1.78,6.26,4.34,-30.76,61.71,90.62
Edge AI,INTC,Intel Corporation,122.6,-1.02,20.95,37.97,-12.26,181.06,224.6
Edge AI,POWI,"Power Integrations, Inc.",51.05,-0.8,2.84,-6.6,-39.85,3.42,40.4
Routers,CSCO,"Cisco Systems, Inc.",106.43,-0.01,-3.82,-3.22,-11.9,29.83,38.86
Routers,ANET,"Arista Networks, Inc.",203.47,-0.84,3.05,9.39,21.29,67.69,51.79
Routers,HPE,Hewlett Packard Enterprise Company,62.33,2.13,12.29,17.6,29.58,150.62,156.71
Routers,NOK,Nokia Corporation Sponsored,10.63,-1.76,2.21,6.51,-24.77,31.89,61.31
Routers,ERIC,Ericsson,9.73,-0.92,-3.95,-4.42,-13.97,-12.85,0.41
Routers,CIEN,Ciena Corporation,355.91,-3.43,1.66,-7.86,-25.45,-9.86,47.68
Routers,FFIV,"F5, Inc.",455.99,0.59,6.01,19.58,18.51,57.22,78.24
Routers,EXTR,"Extreme Networks, Inc.",22.03,-0.36,-0.81,-3.04,-30.31,44.65,30.98
Routers,CALX,"Calix, Inc",34.54,-1.74,-3.25,-13.65,-4.74,-31.58,-35.29
Routers,VIAV,Viavi Solutions Inc.,36.43,0.08,5.29,-3.5,-28.61,6.65,101.83
Neoclouds,CRWV,"CoreWeave, Inc.",86.9,0.16,3.76,2.04,-17.46,10.83,17.54
Neoclouds,NBIS,Nebius Group N.V.,226.61,-4.03,6.65,7.3,-16.86,114.13,160.52
Neoclouds,IREN,IREN Limited,47.05,-3.09,10.84,15.18,-9.9,27.18,20.61
Neoclouds,CORZ,"Core Scientific, Inc.",18.1,-3.67,10.5,3.61,-35.86,16.03,22.46
Neoclouds,WULF,TeraWulf Inc.,16.35,-5.65,10.32,3.22,-41.33,7.99,39.68
Neoclouds,APLD,Applied Digital Corporation,27.23,-4.59,12.85,2.18,-37.47,6.99,7.59
Neoclouds,HUT,Hut 8 Corp.,102.46,-3.89,15.9,28.87,-14.69,106.07,114.13
Neoclouds,CIFR,Cipher Digital Inc.,18.35,-3.88,15.26,18.39,-33.3,30.7,22.58
Neoclouds,GDS,GDS Holdings Limited,33.11,-1.9,8.77,2.19,5.31,-20.73,-9.29
Hyperscalers,MSFT,Microsoft Corporation,500.59,0.52,1.53,3.6,37.99,38.32,3.35
Hyperscalers,AMZN,"Amazon.com, Inc.",249.27,-2.24,0.47,-3.98,7.43,20.74,7.75
Hyperscalers,GOOGL,Alphabet Inc.,337.83,-3.8,-2.67,-1.68,0.33,21.84,6.6
Hyperscalers,META,"Meta Platforms, Inc.",744.1,1.02,9.44,35.24,33.94,37.77,12.28
Hyperscalers,ORCL,Oracle Corporation,144.56,-3.11,3.24,-0.39,-8.13,2.58,-26.79
Hyperscalers,IBM,International Business Machines Corporation,232.76,0.6,-3.22,-0.69,-13.04,-2.55,-21.78
Data Center REITs,DLR,"Digital Realty Trust, Inc.",181.45,-2.26,0.43,-4.76,-6.98,4.32,17.34
Data Center REITs,EQIX,"Equinix, Inc.",1037.66,-2.04,2.15,-2.72,-5.38,7.71,35.44
Data Center REITs,IRM,Iron Mountain Incorporated (Delaware),115.09,-2.57,1.98,-5.42,-13.0,15.97,38.66
Data Center Power,VRT,"Vertiv Holdings, LLC",248.78,-1.85,3.66,-3.2,-26.6,-0.47,46.8
Data Center Power,ETN,"Eaton Corporation, PLC",438.76,-0.84,10.34,5.67,5.75,23.05,35.75
Data Center Power,GEV,GE Vernova Inc.,951.82,0.16,5.99,0.3,-12.6,9.71,43.96
Data Center Power,PWR,"Quanta Services, Inc.",634.9,-1.2,1.49,-0.38,-10.64,15.71,49.41
Data Center Power,HUBB,Hubbell Inc,463.7,1.06,4.49,-1.35,-12.27,-3.02,3.57
Data Center Power,FIX,"Comfort Systems USA, Inc.",1625.9,0.05,0.94,-0.25,-19.16,19.01,73.26
Data Center Power,EME,"EMCOR Group, Inc.",751.8,-0.62,0.64,-2.36,-12.91,3.57,21.95
Data Center Power,POWL,"Powell Industries, Inc.",192.62,0.38,9.92,-0.95,-36.36,10.2,78.35
Data Center Power,MOD,Modine Manufacturing Company,193.11,-1.45,6.31,-0.67,-32.6,-9.86,41.75
Data Center Power,TT,Trane Technologies plc,437.09,-0.17,2.27,-3.63,-10.78,7.63,11.82
Cybersecurity,CRWD,"CrowdStrike Holdings, Inc.",262.49,4.97,10.79,38.5,54.32,183.12,121.51
Cybersecurity,PANW,"Palo Alto Networks, Inc.",393.3,5.0,7.02,10.46,36.09,166.55,112.81
Cybersecurity,ZS,"Zscaler, Inc.",214.45,2.03,12.35,19.14,69.26,60.29,-5.41
Cybersecurity,FTNT,"Fortinet, Inc.",178.74,2.57,5.61,17.26,23.59,124.29,123.51
Cybersecurity,NET,"Cloudflare, Inc.",352.33,-0.19,8.74,22.04,59.14,71.87,77.14
Cybersecurity,S,"SentinelOne, Inc.",24.1,1.05,4.6,14.43,60.24,85.24,59.6
Cybersecurity,OKTA,"Okta, Inc.",205.36,4.45,10.1,53.01,72.95,169.32,135.64
Cybersecurity,TENB,"Tenable Holdings, Inc.",36.23,0.89,-1.71,5.2,31.22,103.31,52.87
Cybersecurity,QLYS,"Qualys, Inc.",184.79,0.8,2.89,1.43,60.92,108.5,39.36
Cybersecurity,CHKP,Check Point Software Technologies Ltd.,141.16,2.94,4.01,8.58,14.24,0.67,-24.01
Cybersecurity,RPD,"Rapid7, Inc.",13.09,1.87,6.64,9.36,88.62,137.78,-13.94
Cybersecurity,GEN,Gen Digital Inc.,26.23,-3.88,-15.11,-8.51,11.62,39.23,-3.67
AI Servers,SMCI,"Super Micro Computer, Inc.",41.44,-0.24,15.27,13.57,24.3,86.58,38.32
AI Servers,DELL,Dell Technologies Inc.,549.83,0.17,-0.69,25.47,32.64,213.96,328.22
AI Servers,HPE,Hewlett Packard Enterprise Company,62.33,2.13,12.29,17.6,29.58,150.62,156.71
AI Servers,CLS,"Celestica, Inc.",361.84,1.61,13.0,21.17,-3.29,33.69,21.38
AI Servers,FN,Fabrinet,400.85,-0.73,4.52,-6.48,-30.33,-26.33,-13.75
AI Servers,JBL,Jabil Inc.,308.75,-0.07,2.03,-0.2,-18.4,18.75,33.49
AI Servers,HPQ,HP Inc.,32.16,0.37,-4.85,8.87,39.34,66.72,42.68
Autonomous Driving,TSLA,"Tesla, Inc.",380.12,0.32,6.2,5.18,1.29,2.82,-16.97
Autonomous Driving,GOOGL,Alphabet Inc.,337.83,-3.8,-2.67,-1.68,0.33,21.84,6.6
Autonomous Driving,GM,General Motors Company,83.77,0.38,-1.5,-4.74,5.9,11.38,2.9
Autonomous Driving,MBLY,Mobileye Global Inc.,7.61,-0.91,-4.64,-14.78,-3.06,12.08,-27.52
Autonomous Driving,APTV,Aptiv PLC,45.17,1.26,2.99,-6.05,-26.3,-23.75,-30.6
Autonomous Driving,AUR,"Aurora Innovation, Inc.",6.32,-2.17,-2.77,2.1,0.64,52.56,63.73
Drones,AVAV,"AeroVironment, Inc.",155.94,-0.13,0.61,-2.3,10.52,-18.84,-37.23
Drones,KTOS,"Kratos Defense & Security Solutions, Inc.",46.16,-1.72,-2.77,-17.81,-2.62,-38.34,-39.7
Drones,RC,Ready Capital Corporation,1.46,-12.05,-9.88,-21.08,-13.1,-7.59,-33.64
Drones,EH,EHang Holdings Limited,4.58,-3.17,2.0,-17.03,-30.61,-52.42,-66.37
Drones,LMT,Lockheed Martin Corporation,524.68,0.45,-1.89,-6.89,5.79,-16.15,8.57
Drones,NOC,Northrop Grumman Corporation,514.42,0.89,-2.94,-6.98,2.68,-25.69,-9.69
Drones,RTX,RTX Corporation,192.19,0.63,-1.64,-8.48,3.89,-0.11,4.74
Drones,AXON,"Axon Enterprise, Inc.",450.61,-1.9,2.1,-27.57,-0.86,1.26,-21.41
Quantum Computing,IONQ,"IonQ, Inc.",42.54,4.42,15.04,-1.82,-22.12,43.96,-7.54
Quantum Computing,RGTI,"Rigetti Computing, Inc.",16.0,-3.12,5.3,-8.52,-19.93,12.32,-29.06
Quantum Computing,QBTS,D-Wave Quantum Inc.,16.81,-4.27,2.0,-14.89,-28.47,15.85,-37.61
Quantum Computing,QUBT,Quantum Computing Inc.,9.12,0.44,15.59,5.8,-9.25,31.03,-13.55
Quantum Computing,IBM,International Business Machines Corporation,232.76,0.6,-3.22,-0.69,-13.04,-2.55,-21.78
Quantum Computing,HON,Honeywell International Inc.,212.57,0.34,3.77,-1.59,-10.97,-10.35,3.63
Quantum Computing,GOOGL,Alphabet Inc.,337.83,-3.8,-2.67,-1.68,0.33,21.84,6.6
Quantum Computing,MSFT,Microsoft Corporation,500.59,0.52,1.53,3.6,37.99,38.32,3.35
GLP-1,LLY,Eli Lilly and Company,1150.99,-1.64,1.2,-8.81,2.13,28.46,6.93
GLP-1,NVO,Novo Nordisk A/S,38.17,-3.12,-10.12,-18.94,-20.17,5.12,-26.04
GLP-1,AMGN,Amgen Inc.,406.09,-1.01,7.71,-7.77,16.01,14.18,23.52
GLP-1,VKTX,"Viking Therapeutics, Inc.",41.65,1.96,38.74,23.41,9.61,22.54,17.19
GLP-1,GPCR,Structure Therapeutics Inc.,35.95,-2.6,-8.27,-26.04,-25.4,-22.02,-48.47
