name,signal,grade,close,sma20,sma50,flag_len,flag_high,flag_low,flag_depth_pct,thrust_pct,range_ratio,median_vs_sma50_pct,ma_pinch_pct,dist_to_pivot_pct,dist_above_sma20_pct,break_days_ago,rvol,vol_dry_ratio,day_atr_mult,macd_hist,macd_turning_up,checks_passed,tradingview_url,description,exchange,industry,Perf.1M,Perf.3M,Perf.6M
AMC,APLUS_COIL,A++,2.91,2.647,2.5612,36,3.03,2.32,23.43,87.5,0.476,10.65,2.95,3.96,9.94,,0.84,0.425,1.29,0.0358,False,9/9,https://www.tradingview.com/chart/?symbol=NYSE:AMC&interval=D,"AMC Entertainment Holdings, Inc.",NYSE,Movies/Entertainment,7.777777777777776,56.4516129032258,200.00000000000003
