theme,symbol,description,close,today,1w,1m,3m,6m,ytd
Medical Devices,EW,Edwards Lifesciences Corporation,85.73,-1.26,-3.9,-5.14,-5.07,4.8,0.32
Medical Devices,ABT,Abbott Laboratories,101.07,-2.34,-1.06,-12.74,7.68,-3.65,-18.95
Medical Devices,ZBH,"Zimmer Biomet Holdings, Inc.",89.69,-1.31,-7.25,-10.44,-1.88,0.56,-0.31
Medical Devices,DXCM,"DexCom, Inc.",87.47,-0.3,-0.08,-3.59,27.81,32.71,31.28
Medical Devices,PODD,Insulet Corporation,135.78,-0.52,-3.28,-6.54,-12.09,-37.38,-52.43
Medical Devices,INSP,"Inspire Medical Systems, Inc.",68.81,-0.36,-6.43,12.45,58.95,37.35,-25.63
Medical Devices,RMD,ResMed Inc.,221.89,-0.18,-2.79,-4.45,11.2,-0.28,-8.22
Medical Devices,COO,"The Cooper Companies, Inc.",55.38,-1.23,1.02,-26.57,-20.29,-22.45,-32.54
Radiopharma,LNTH,"Lantheus Holdings, Inc.",99.72,-0.25,-1.18,-1.23,-8.1,30.69,49.28
Radiopharma,LLY,Eli Lilly and Company,1181.89,2.68,2.75,-5.37,4.7,31.91,9.8
Radiopharma,NVS,Novartis AG,143.57,0.6,2.46,-9.43,-6.37,-4.29,3.83
Radiopharma,AZN,AstraZeneca PLC,164.56,0.75,-0.02,-1.51,-10.7,-13.79,-11.08
Radiopharma,TLX,Telix Pharmaceuticals Limited,11.31,0.35,-9.16,-3.74,6.0,23.2,49.41
Radiopharma,GEHC,GE HealthCare Technologies Inc.,66.38,0.44,3.8,-10.14,1.83,-6.61,-19.62
Nuclear Power,CEG,Constellation Energy Corporation,261.62,-0.86,-1.23,-4.66,-1.37,-11.59,-26.92
Nuclear Power,VST,Vistra Corp.,137.94,-0.02,-4.27,-0.31,-16.83,-9.1,-15.83
Nuclear Power,TLN,Talen Energy Corporation,300.01,-0.11,1.31,-3.5,-26.75,-6.85,-21.28
Nuclear Power,NRG,"NRG Energy, Inc.",97.85,-2.85,-10.83,-14.17,-32.6,-33.11,-39.44
Nuclear Power,EXC,Exelon Corporation,40.2,-1.2,-5.57,-9.19,-14.9,-17.08,-7.71
Nuclear Power,DUK,Duke Energy Corporation (Holding Company),113.23,-0.82,-4.33,-6.96,-11.44,-12.6,-3.37
Nuclear Power,SO,Southern Company (The),82.89,-0.69,-4.33,-7.9,-14.23,-13.28,-4.91
Nuclear Power,PEG,Public Service Enterprise Group Incorporated,66.56,-1.11,-5.82,-9.76,-19.92,-17.4,-17.61
Nuclear Power,ETR,Entergy Corporation,98.16,-1.08,-4.77,-7.69,-15.33,-7.45,6.04
Nuclear Power,BWXT,"BWX Technologies, Inc.",138.68,-2.21,-6.34,-8.64,-30.66,-31.62,-20.54
Independent Power,VST,Vistra Corp.,137.94,-0.02,-4.27,-0.31,-16.83,-9.1,-15.83
Independent Power,NRG,"NRG Energy, Inc.",97.85,-2.85,-10.83,-14.17,-32.6,-33.11,-39.44
Independent Power,TLN,Talen Energy Corporation,300.01,-0.11,1.31,-3.5,-26.75,-6.85,-21.28
Independent Power,AES,The AES Corporation,14.85,0.27,0.07,0.68,1.37,5.84,2.34
Independent Power,CEG,Constellation Energy Corporation,261.62,-0.86,-1.23,-4.66,-1.37,-11.59,-26.92
Independent Power,CWEN,"Clearway Energy, Inc.",29.19,-3.09,-4.2,-10.73,-20.44,-25.21,-12.97
Advanced Nuclear,OKLO,Oklo Inc.,38.29,-1.37,3.54,-6.06,-23.42,-25.68,-48.25
Advanced Nuclear,SMR,NuScale Power Corporation,8.47,-2.42,-0.88,-8.58,-13.31,-21.28,-41.83
Advanced Nuclear,NNE,Nano Nuclear Energy Inc.,17.02,0.06,4.93,-7.65,-15.11,-17.94,-32.33
Advanced Nuclear,LEU,Centrus Energy Corp.,147.32,-2.64,2.84,-16.15,-11.58,-22.05,-40.56
Uranium,CCJ,Cameco Corporation,88.12,-2.95,-4.86,-14.86,-14.05,-14.26,-5.25
Uranium,UEC,Uranium Energy Corp.,9.47,-4.82,-9.03,-23.69,-8.5,-26.07,-20.75
Uranium,UUUU,Energy Fuels Inc,11.32,-2.41,-6.37,-24.53,-20.17,-34.91,-22.78
Uranium,DNN,Denison Mines Corp,2.63,-6.74,-9.31,-25.92,-13.77,-21.49,-4.01
Uranium,NXE,Nexgen Energy Ltd.,9.27,-3.74,-3.74,-15.73,-2.93,-14.25,-1.8
Uranium,LEU,Centrus Energy Corp.,147.32,-2.64,2.84,-16.15,-11.58,-22.05,-40.56
Uranium,URG,Ur Energy Inc,1.13,-2.59,-7.38,-20.42,-12.4,-18.71,-19.29
Uranium,EU,enCore Energy Corp.,1.22,0.0,28.68,-3.17,-8.27,-30.68,-51.78
Grid Equipment,ETN,"Eaton Corporation, PLC",440.0,0.28,6.0,5.18,7.17,23.39,36.13
Grid Equipment,HUBB,Hubbell Inc,465.88,0.47,4.09,-1.84,-11.36,-2.56,4.05
Grid Equipment,PWR,"Quanta Services, Inc.",643.5,1.35,0.92,1.67,-8.85,17.28,51.43
Grid Equipment,GEV,GE Vernova Inc.,955.04,0.34,-0.73,-0.52,-8.98,10.08,44.44
Grid Equipment,VRT,"Vertiv Holdings, LLC",245.3,-1.4,-1.78,-6.76,-21.88,-1.86,44.75
Grid Equipment,EME,"EMCOR Group, Inc.",751.96,0.02,-0.8,-3.62,-10.55,3.59,21.98
Grid Equipment,FIX,"Comfort Systems USA, Inc.",1643.39,1.08,0.25,-1.25,-16.03,20.29,75.13
Grid Equipment,MYRG,"MYR Group, Inc.",295.18,0.0,3.94,-4.59,-38.95,9.59,33.66
Grid Equipment,POWL,"Powell Industries, Inc.",191.62,-0.52,2.47,-2.23,-35.29,9.62,77.43
Grid Equipment,NVT,nVent Electric plc,162.88,0.02,6.83,3.3,-2.79,39.21,58.38
LNG,LNG,"Cheniere Energy, Inc.",276.28,0.98,3.72,-0.57,18.27,-5.79,42.08
LNG,WMB,"Williams Companies, Inc. (The)",70.58,-0.75,-0.8,-0.45,-9.39,-4.09,17.42
LNG,KMI,"Kinder Morgan, Inc.",31.25,-0.38,1.59,1.76,-5.76,-8.09,13.68
LNG,EPD,Enterprise Products Partners L.P.,37.27,-0.8,-1.92,-2.33,1.55,-4.78,16.11
LNG,ET,Energy Transfer LP,20.33,-0.78,-3.83,-3.19,6.61,4.52,23.59
LNG,TRGP,"Targa Resources, Inc.",283.15,0.05,-0.27,-2.73,3.21,14.33,54.03
LNG,OKE,"ONEOK, Inc.",91.18,0.71,-1.05,-0.85,1.72,-2.59,24.12
LNG,SHEL,Shell PLC,95.6,0.2,0.13,3.49,24.08,4.29,29.12
LNG,TTE,TotalEnergies SE,91.89,0.24,0.82,3.95,17.18,2.1,40.4
LNG,EQNR,Equinor ASA,43.17,0.63,-1.44,3.62,38.01,5.11,81.01
Solar,FSLR,"First Solar, Inc.",172.16,-10.32,-10.87,-18.64,-28.67,-7.22,-35.24
Solar,ENPH,"Enphase Energy, Inc.",32.82,-0.76,-9.11,-13.06,-28.93,-16.59,1.77
Solar,SEDG,"SolarEdge Technologies, Inc.",31.91,-4.32,-9.6,3.6,-38.01,-35.51,6.23
Solar,ARRY,"Array Technologies, Inc.",3.93,1.81,-8.71,-16.2,-48.05,-45.42,-58.15
Solar,NXT,Nextpower Inc.,79.97,-2.25,-1.33,-8.92,-27.95,-31.88,-9.16
Solar,RUN,Sunrun Inc.,7.78,-6.83,-8.47,-14.6,-41.98,-36.18,-59.32
Solar,CSIQ,Canadian Solar Inc.,10.95,-3.44,-5.03,-25.03,-28.94,-20.71,-54.95
Solar,JKS,JinkoSolar Holding Company Limited,9.67,-2.42,-6.57,-40.12,-43.12,-62.12,-63.92
Solar,DQ,DAQO New Energy Corp.,11.45,-3.86,-0.87,-16.85,-10.69,-45.63,-61.83
Solar,SHLS,"Shoals Technologies Group, Inc.",7.45,-3.37,5.23,4.93,-22.07,16.95,-14.07
Batteries,ALB,Albemarle Corporation,108.25,-4.6,-3.78,-20.58,-21.08,-38.03,-24.71
Batteries,QS,QuantumScape Corporation,4.94,0.61,-4.6,-14.97,-28.92,-22.57,-53.18
Batteries,ENVX,Enovix Corporation,2.96,0.68,-2.31,-10.84,-49.66,-41.5,-60.69
Batteries,AMPX,"Amprius Technologies, Inc.",9.69,-0.41,2.11,-3.68,-19.98,-43.27,14.67
Batteries,TSLA,"Tesla, Inc.",377.94,-0.57,2.85,8.11,2.1,2.23,-17.44
Batteries,ENS,EnerSys,177.13,-1.31,0.16,-7.89,-20.2,4.42,20.7
Batteries,FLNC,"Fluence Energy, Inc.",7.46,-1.58,3.18,-36.62,-60.57,-49.46,-63.36
Batteries,STEM,"Stem, Inc.",3.9,2.09,-15.03,-30.36,-45.45,-58.55,-74.97
Copper,FCX,"Freeport-McMoRan, Inc.",72.08,-0.69,0.9,-6.55,16.15,30.67,39.35
Copper,SCCO,Southern Copper Corporation,201.58,-0.18,2.96,-4.94,18.6,29.83,41.68
Copper,TECK,Teck Resources Ltd,66.51,-0.43,1.53,-4.04,14.2,40.58,36.43
Copper,HBM,Hudbay Minerals Inc.,26.48,-1.16,1.96,-9.16,13.84,41.3,30.57
Copper,BHP,BHP Group Limited,85.09,0.16,-0.87,-11.24,5.86,24.56,38.2
Copper,RIO,Rio Tinto Plc,94.47,-0.82,-3.01,-10.02,0.02,10.62,16.44
Copper,ERO,Ero Copper Corp.,37.11,1.73,11.11,-2.37,41.7,51.41,28.36
Copper,VALE,VALE S.A.,13.56,-1.88,-4.91,-9.67,-10.02,-9.54,2.34
Rare Earths,MP,MP Materials Corp.,49.3,0.84,-2.22,-13.77,-8.89,-4.42,-4.23
Rare Earths,UUUU,Energy Fuels Inc,11.32,-2.41,-6.37,-24.53,-20.17,-34.91,-22.78
Rare Earths,USAR,"USA Rare Earth, Inc.",15.38,-2.84,-1.09,-16.77,-23.18,-2.35,25.24
Rare Earths,CRML,Critical Metals Corp.,8.17,5.83,19.97,21.4,-10.61,11.46,15.07
Rare Earths,METC,"Ramaco Resources, Inc.",9.14,-1.51,-9.05,-25.33,-26.65,-34.57,-49.7
Lithium,ALB,Albemarle Corporation,108.25,-4.6,-3.78,-20.58,-21.08,-38.03,-24.71
Lithium,SQM,Sociedad Quimica y Minera S.A.,67.12,-2.84,-4.89,-16.2,-5.46,-14.5,-4.25
Lithium,LAC,Lithium Americas Corp.,2.83,-2.41,-1.74,-8.71,-24.93,-26.11,-36.4
Lithium,SGML,Sigma Lithium Corporation,9.98,-1.58,7.43,-17.86,-15.78,-2.44,-26.4
Lithium,LAR,Lithium Argentina AG,5.68,-1.73,-0.7,-15.1,-27.64,-9.27,0.18
Lithium,ELVR,Elevra Lithium Limited - American Depository Shares,42.83,-2.44,-5.52,-34.71,-36.25,-21.07,-18.65
Gold Miners,NEM,Newmont Corporation,121.3,-1.82,-3.35,-6.68,26.43,22.76,20.11
Gold Miners,AEM,Agnico Eagle Mines Limited,193.88,-0.86,-4.2,-8.55,22.65,4.62,13.89
Gold Miners,B,Barrick Mining Corporation,42.32,-0.4,-3.09,-10.94,13.73,13.55,-4.13
Gold Miners,KGC,Kinross Gold Corporation,24.42,-11.59,-15.15,-24.44,1.08,-11.81,-14.54
Gold Miners,AU,AngloGold Ashanti PLC,98.49,-0.25,-4.67,-16.9,20.64,15.62,13.06
Gold Miners,GFI,Gold Fields Limited,39.9,-2.25,-8.65,-16.68,19.32,-0.89,-9.91
Gold Miners,WPM,Wheaton Precious Metals Corp,143.88,-1.08,-5.34,-8.07,26.65,21.29,20.91
Gold Miners,FNV,Franco-Nevada Corporation,259.89,-0.39,-2.6,-1.74,22.93,13.86,24.6
Gold Miners,RGLD,"Royal Gold, Inc.",252.49,-0.11,0.25,-2.95,22.98,9.45,12.72
Gold Miners,HMY,Harmony Gold Mining Company Limited,18.55,-0.96,-7.94,-17.22,19.6,33.36,-8.21
Silver Miners,PAAS,Pan American Silver Corp.,47.51,-1.25,-3.47,-9.42,4.95,-2.82,-10.19
Silver Miners,AG,First Majestic Silver Corp.,18.76,-1.52,-2.55,-7.68,12.13,-2.14,10.09
Silver Miners,HL,Hecla Mining Company,17.94,-1.81,-4.06,-10.08,17.87,4.91,-8.7
Silver Miners,CDE,"Coeur Mining, Inc.",18.94,-1.97,-4.1,-7.47,18.23,17.38,2.38
Silver Miners,EXK,Endeavour Silver Corporation,9.16,-1.08,-8.03,-12.26,12.67,7.64,-5.76
Silver Miners,FSM,Fortuna Mining Corp.,11.5,-1.37,-3.6,-2.79,36.09,26.37,15.12
Silver Miners,WPM,Wheaton Precious Metals Corp,143.88,-1.08,-5.34,-8.07,26.65,21.29,20.91
Silver Miners,BVN,Buenaventura Mining Company Inc.,32.85,-1.71,-3.55,-5.22,6.97,1.58,15.75
Defense,LMT,Lockheed Martin Corporation,523.7,-0.19,-2.87,-7.17,3.65,-16.3,8.37
Defense,RTX,RTX Corporation,188.61,-1.86,-4.5,-10.34,0.71,-1.97,2.78
Defense,NOC,Northrop Grumman Corporation,508.98,-1.06,-4.0,-7.09,1.44,-26.48,-10.64
Defense,GD,General Dynamics Corporation,336.29,-2.05,-6.9,-12.42,-2.94,-4.93,-0.07
Defense,HII,"Huntington Ingalls Industries, Inc.",266.0,-1.41,-4.9,-9.6,-4.38,-30.13,-21.78
Defense,LHX,"L3Harris Technologies, Inc.",238.04,-0.49,-5.16,-9.57,-17.96,-31.58,-19.03
Defense,LDOS,"Leidos Holdings, Inc.",123.35,-1.07,-5.79,-10.41,23.66,-21.68,-31.32
Defense,BA,Boeing Company (The),196.8,-1.57,-2.69,-7.39,-9.54,2.01,-9.79
Defense,HWM,Howmet Aerospace Inc.,229.38,0.26,0.09,-14.68,-14.73,-0.37,11.63
Defense,TDG,Transdigm Group Inc.,1105.28,0.0,0.98,-8.75,-16.77,-3.65,-16.84
Defense,KTOS,"Kratos Defense & Security Solutions, Inc.",47.02,1.86,-2.65,-12.08,2.13,-37.19,-38.58
Defense,AVAV,"AeroVironment, Inc.",158.55,1.67,-0.89,4.97,16.82,-17.48,-36.18
Space,RKLB,Rocket Lab Corporation,73.61,4.69,12.3,5.28,-9.25,11.51,4.22
Space,LUNR,"Intuitive Machines, Inc.",15.7,3.02,9.41,-7.07,-15.46,-18.1,-6.38
Space,ASTS,"AST SpaceMobile, Inc.",61.06,1.8,-1.28,-3.51,-5.59,-31.73,-17.86
Space,RDW,Redwire Corporation,11.6,2.93,3.9,1.05,8.11,32.72,46.46
Space,PL,Planet Labs PBC,17.62,7.57,7.31,-20.34,-32.83,-48.15,-11.26
Space,IRDM,Iridium Communications Inc,48.89,1.22,3.34,3.19,17.75,74.3,179.05
Space,SPCX,Space Exploration Technologies Corp,148.03,-0.22,-3.75,8.1,-1.72,-1.31,-1.31
Space,FLY,Firefly Aerospace Inc.,23.09,5.43,10.06,-1.95,-5.37,-11.87,-0.09
Space,VSAT,"ViaSat, Inc.",73.72,0.05,0.99,-0.24,24.67,54.58,110.15
Space,GSAT,"Globalstar, Inc.",82.46,-0.05,-0.28,-0.18,3.14,38.19,33.0
Crypto Miners,MARA,"MARA Holdings, Inc.",12.92,-3.22,12.74,16.71,-4.86,55.48,40.59
Crypto Miners,RIOT,"Riot Platforms, Inc.",23.48,-4.9,10.18,18.11,-13.23,71.89,80.48
Crypto Miners,CLSK,"CleanSpark, Inc.",14.26,-1.38,5.86,20.13,-7.34,57.05,37.18
Crypto Miners,CIFR,Cipher Digital Inc.,18.1,-1.36,0.36,15.8,-27.43,28.92,20.91
Crypto Miners,WULF,TeraWulf Inc.,16.29,-0.37,-1.09,4.42,-35.36,7.6,39.17
Crypto Miners,IREN,IREN Limited,46.15,-1.91,1.43,14.9,-1.07,24.75,18.3
Crypto Miners,HUT,Hut 8 Corp.,101.54,-0.9,5.22,26.73,-10.7,104.22,112.2
Crypto Miners,BTDR,Bitdeer Technologies Group,12.15,-1.3,5.56,13.55,-24.06,44.47,6.39
Crypto Miners,CORZ,"Core Scientific, Inc.",18.12,0.11,0.73,1.88,-31.32,16.15,22.6
Crypto Equities,MSTR,Strategy Inc,161.61,-0.36,24.41,35.69,94.17,24.43,4.54
Crypto Equities,COIN,"Coinbase Global, Inc.",199.21,0.55,17.32,13.19,43.08,18.54,-13.61
Crypto Equities,HOOD,"Robinhood Markets, Inc.",120.82,-1.53,9.74,17.07,29.61,76.28,4.63
Crypto Equities,CRCL,"Circle Internet Group, Inc.",93.0,1.4,12.05,9.76,36.93,-4.85,15.04
Crypto Equities,GLXY,Galaxy Digital Inc.,25.19,-2.33,8.86,10.24,-8.43,33.28,10.05
Crypto Equities,MARA,"MARA Holdings, Inc.",12.92,-3.22,12.74,16.71,-4.86,55.48,40.59
Fintech,PYPL,"PayPal Holdings, Inc.",52.6,0.17,-0.63,-14.11,24.41,17.62,-10.35
Fintech,HOOD,"Robinhood Markets, Inc.",120.82,-1.53,9.74,17.07,29.61,76.28,4.63
Fintech,COIN,"Coinbase Global, Inc.",199.21,0.55,17.32,13.19,43.08,18.54,-13.61
Fintech,AFRM,"Affirm Holdings, Inc.",71.57,5.11,-3.31,-7.56,-5.67,66.48,-4.57
Fintech,SOFI,"SoFi Technologies, Inc.",16.8,1.51,-3.11,-8.35,-1.18,7.21,-36.98
Fintech,UPST,"Upstart Holdings, Inc.",24.64,0.78,-3.9,-17.95,-23.76,-0.77,-44.04
Fintech,NU,Nu Holdings Ltd.,13.56,-0.44,-3.04,-7.88,8.96,-1.24,-20.52
Fintech,TOST,"Toast, Inc.",30.11,1.01,-3.71,-17.19,17.39,15.72,-15.82
Fintech,BILL,"BILL Holdings, Inc.",44.97,-2.07,-8.49,-6.28,34.0,20.18,-18.24
Fintech,XYZ,"Block, Inc.",76.74,2.76,-0.99,-6.2,3.35,31.56,16.77
Banks,JPM,JP Morgan Chase & Co.,338.56,0.31,-3.89,-5.17,0.76,17.09,4.98
Banks,BAC,Bank of America Corporation,56.03,0.05,-4.06,-9.91,-4.29,16.56,1.82
Banks,WFC,Wells Fargo & Company,82.18,0.34,-6.37,-3.29,-3.12,4.53,-11.92
Banks,C,"Citigroup, Inc.",132.1,0.13,-2.29,-0.5,-8.66,18.93,12.7
Banks,GS,"Goldman Sachs Group, Inc. (The)",923.29,-1.4,-1.79,-12.07,-12.46,13.47,4.44
Banks,MS,Morgan Stanley,196.32,-1.04,-4.26,-8.63,-10.64,21.94,9.97
Banks,USB,U.S. Bancorp,58.4,-0.14,-3.6,-6.47,-4.95,13.86,9.51
Banks,PNC,"PNC Financial Services Group, Inc. (The)",223.34,-0.31,-4.56,-8.57,-9.22,9.26,7.0
Banks,TFC,Truist Financial Corporation,47.18,0.38,-3.87,-7.27,-7.2,5.29,-4.21
Banks,COF,Capital One Financial Corporation,196.61,0.26,-4.67,-9.77,-4.14,9.41,-19.54
Regional Banks,RF,Regions Financial Corporation,27.26,-0.47,-5.25,-11.15,-9.59,7.24,0.63
Regional Banks,KEY,KeyCorp,20.25,0.05,-3.48,-7.53,-13.72,2.32,-1.84
Regional Banks,FITB,Fifth Third Bancorp,51.46,-0.44,-2.89,-6.78,-8.92,13.65,9.84
Regional Banks,CFG,"Citizens Financial Group, Inc.",64.73,0.19,-4.79,-7.99,-8.82,11.37,10.73
Regional Banks,HBAN,Huntington Bancshares Incorporated,15.31,-0.46,-3.71,-10.42,-14.94,-0.71,-11.91
Regional Banks,ZION,Zions Bancorporation N.A.,62.82,0.27,-5.16,-7.54,-9.64,10.7,7.16
Regional Banks,WAL,Western Alliance Bancorporation,76.26,0.87,-5.51,-3.33,-6.65,9.74,-9.4
Regional Banks,MTB,M&T Bank Corporation,218.66,-0.42,-3.85,-9.69,-7.77,6.5,8.81
Regional Banks,EWBC,"East West Bancorp, Inc.",125.62,0.91,-1.81,-3.07,-3.88,18.69,11.75
Regional Banks,SSB,SouthState Bank Corporation,101.9,0.28,-2.92,-4.79,0.64,11.5,8.39
Insurance Brokers,MRSH,Marsh,169.93,-0.26,-3.53,-12.32,3.31,-2.24,-7.85
Insurance Brokers,AON,Aon plc,276.09,-1.96,-7.83,-22.66,-13.65,-14.31,-21.37
Insurance Brokers,AJG,Arthur J. Gallagher & Co.,227.13,-1.09,-6.6,-15.83,2.97,8.12,-11.66
Insurance Brokers,WTW,Willis Towers Watson Public Limited Company,293.63,-1.79,-6.17,-15.74,14.55,2.39,-10.33
Insurance Brokers,BRO,"Brown & Brown, Inc.",60.33,-2.22,-10.16,-18.32,-3.24,-7.36,-24.37
Insurance Brokers,RYAN,"Ryan Specialty Holdings, Inc.",36.74,1.58,-9.08,-16.44,0.85,12.01,-28.33
Insurance Brokers,ERIE,Erie Indemnity Company,218.96,-3.02,-11.15,-17.85,-5.04,-10.42,-23.17
Oil Producers,XOM,ExxonMobil Holdings Corporation,162.14,0.56,0.19,0.43,18.38,-2.08,35.02
Oil Producers,CVX,Chevron Corporation,205.65,0.07,-1.89,2.3,19.4,-1.2,35.15
Oil Producers,COP,ConocoPhillips,129.34,0.98,-1.49,-1.33,21.62,-2.81,38.17
Oil Producers,EOG,"EOG Resources, Inc.",142.86,0.72,-0.7,-3.06,7.07,-3.22,36.06
Oil Producers,OXY,Occidental Petroleum Corporation,58.05,1.2,-1.06,-1.73,13.96,-10.0,40.76
Oil Producers,FANG,"Diamondback Energy, Inc.",189.01,1.81,-1.08,-6.25,4.58,-7.44,25.09
Oil Producers,DVN,Devon Energy Corporation,48.9,1.79,1.83,3.76,14.84,-5.29,33.32
Oil Producers,APA,APA Corporation,43.68,-0.05,-2.13,5.56,31.76,0.99,77.71
Oil Producers,OVV,Ovintiv Inc. (DE),60.51,1.31,-2.61,-6.22,13.91,-2.07,54.76
Oil Producers,PR,Permian Resources Corporation,21.85,0.78,-3.91,-5.86,16.29,1.39,55.85
Oil & Gas Midstream,EPD,Enterprise Products Partners L.P.,37.27,-0.8,-1.92,-2.33,1.55,-4.78,16.11
Oil & Gas Midstream,ET,Energy Transfer LP,20.33,-0.78,-3.83,-3.19,6.61,4.52,23.59
Oil & Gas Midstream,WMB,"Williams Companies, Inc. (The)",70.58,-0.75,-0.8,-0.45,-9.39,-4.09,17.42
Oil & Gas Midstream,KMI,"Kinder Morgan, Inc.",31.25,-0.38,1.59,1.76,-5.76,-8.09,13.68
Oil & Gas Midstream,OKE,"ONEOK, Inc.",91.18,0.71,-1.05,-0.85,1.72,-2.59,24.12
Oil & Gas Midstream,TRGP,"Targa Resources, Inc.",283.15,0.05,-0.27,-2.73,3.21,14.33,54.03
Oil & Gas Midstream,MPLX,MPLX LP,57.98,-1.41,-0.43,-0.84,3.54,-1.43,8.9
Oil & Gas Midstream,ENB,Enbridge Inc,47.35,-1.04,-2.1,-5.05,-15.87,-13.41,-1.19
Marine Shipping,ZIM,ZIM Integrated Shipping Services Ltd.,29.38,-2.36,-0.91,3.23,15.58,12.48,35.58
Marine Shipping,DAC,Danaos Corporation,154.66,0.16,-3.03,2.96,24.71,38.92,64.18
Marine Shipping,GSL,Global Ship Lease Inc New,44.11,-0.97,-3.98,-1.03,16.26,17.56,25.42
Marine Shipping,SBLK,Star Bulk Carriers Corp.,29.9,-1.64,-4.41,-2.76,18.79,32.89,54.44
Marine Shipping,STNG,Scorpio Tankers Inc.,80.96,-0.36,-5.74,3.86,8.67,10.15,60.19
Marine Shipping,INSW,"International Seaways, Inc.",104.85,2.83,-3.92,5.43,31.28,51.85,117.53
Marine Shipping,FRO,Frontline Plc,47.97,0.86,-11.67,10.79,27.99,45.36,126.17
Marine Shipping,DHT,"DHT Holdings, Inc.",21.68,1.88,-5.62,10.5,21.25,22.21,78.88
Marine Shipping,MATX,"Matson, Inc.",224.82,1.31,-5.51,0.23,14.26,39.82,81.16
Marine Shipping,TRMD,TORM plc,34.3,-0.35,-6.08,8.61,26.06,26.8,72.62
Aerospace,BA,Boeing Company (The),196.8,-1.57,-2.69,-7.39,-9.54,2.01,-9.79
Aerospace,GE,GE Aerospace,319.78,-0.01,0.94,-7.56,-13.2,13.0,3.24
Aerospace,RTX,RTX Corporation,188.61,-1.86,-4.5,-10.34,0.71,-1.97,2.78
Aerospace,TDG,Transdigm Group Inc.,1105.28,0.0,0.98,-8.75,-16.77,-3.65,-16.84
Aerospace,HWM,Howmet Aerospace Inc.,229.38,0.26,0.09,-14.68,-14.73,-0.37,11.63
Aerospace,HEI,Heico Corporation,306.33,-1.37,1.04,-14.23,-10.4,13.22,-5.23
Aerospace,TXT,Textron Inc.,76.02,-1.03,-6.92,-8.3,-14.53,-13.99,-13.13
Aerospace,HXL,Hexcel Corporation,85.45,-0.78,-7.47,-9.18,-10.96,7.74,15.05
Aerospace,CW,Curtiss-Wright Corporation,544.21,-0.17,-6.01,-12.81,-28.98,-17.77,-1.87
Aerospace,ATI,ATI Inc.,186.21,1.1,-5.48,-12.97,-5.81,31.23,61.44
Homebuilders,DHI,"D.R. Horton, Inc.",140.35,0.13,-0.85,-6.5,-16.34,4.01,-2.76
Homebuilders,LEN,Lennar Corporation,81.47,-0.06,0.58,-8.39,-13.21,-10.08,-20.91
Homebuilders,PHM,"PulteGroup, Inc.",118.18,-0.45,-1.05,-9.8,-13.21,2.01,-0.23
Homebuilders,NVR,"NVR, Inc.",6235.49,-0.1,0.14,-3.37,-8.79,-4.1,-14.43
Homebuilders,TOL,"Toll Brothers, Inc.",135.92,0.48,-0.06,-9.1,-16.35,2.57,0.53
Homebuilders,KBH,KB Home,47.65,1.06,-4.57,-15.71,-21.9,-7.74,-15.68
Homebuilders,MTH,Meritage Homes Corporation,64.51,1.02,-1.71,-12.08,-22.64,7.25,-1.75
Homebuilders,SKY,"Champion Homes, Inc.",85.68,0.26,-1.69,-7.73,-1.37,16.43,1.4
Travel,BKNG,Booking Holdings Inc. Common Stock,157.41,0.97,-9.3,-26.48,-11.27,-6.28,-26.54
Travel,ABNB,"Airbnb, Inc.",151.39,1.21,-10.58,-20.38,6.35,17.16,11.37
Travel,EXPE,"Expedia Group, Inc.",261.75,1.05,-9.7,-22.33,4.65,12.19,-7.52
Travel,MAR,Marriott International,351.51,-0.04,4.08,-2.52,-7.37,8.79,13.19
Travel,HLT,Hilton Worldwide Holdings Inc.,312.13,1.6,1.14,-6.53,-8.54,3.95,8.81
Travel,CCL,Carnival Corporation Ltd.,21.79,-0.05,-4.01,-16.83,-22.73,-11.31,-29.0
Travel,RCL,Royal Caribbean Cruises Ltd.,238.98,3.77,-7.11,-19.58,-25.69,-11.45,-14.19
Travel,NCLH,Norwegian Cruise Line Holdings Ltd.,14.19,0.07,-4.96,-18.68,-32.2,-27.12,-36.99
Travel,DAL,"Delta Air Lines, Inc.",82.76,1.24,3.96,-1.98,-10.29,25.34,18.48
Travel,UAL,"United Airlines Holdings, Inc.",111.19,0.42,1.64,-4.64,-17.4,21.79,-1.25
Casinos,LVS,Las Vegas Sands Corp.,38.65,-1.38,-6.57,-17.56,-16.43,-25.92,-40.72
Casinos,WYNN,"Wynn Resorts, Limited",80.19,-1.55,-5.7,-19.56,-18.72,-18.97,-33.22
Casinos,MGM,MGM Resorts International,33.69,-10.99,-13.13,-22.84,-29.15,-9.73,-8.03
Casinos,CZR,"Caesars Entertainment, Inc.",29.62,0.03,-0.03,-0.13,-2.57,10.73,25.56
Casinos,MLCO,Melco Resorts & Entertainment Limited,4.67,-1.06,0.86,-14.47,-10.71,-15.25,-38.95
Casinos,BYD,Boyd Gaming Corporation,71.84,0.14,-5.81,-11.86,-18.59,-12.76,-15.82
Casinos,PENN,"PENN Entertainment, Inc.",15.49,-0.45,-13.22,-15.82,-28.19,7.35,4.38
Casinos,DKNG,DraftKings Inc.,21.27,0.09,-12.54,-17.75,-10.25,0.9,-38.51
Casinos,CHDN,"Churchill Downs, Incorporated",79.41,-1.3,-4.27,-12.21,-5.26,-8.91,-29.92
